id,Party_ID,Party,Acronym,Votes,Municipality
16,20,KOSOVAKI NEVI ROMANI PARTIA,,2,Rahovec
17,11,SAMOSTALNA LIBERALNA STRANKA,,21,Pejë
17,12,NISMA SOCIALDEMOKRATE – ALEANCA KOSOVA E RE – PARTIA E DREJTËSISË,,734,Pejë
17,13,JEDINSTVENA GORANSKA PARTIJA,,12,Pejë
17,1,PARTIA LIBERALE EGJIPTIANE,,579,Pejë
17,2,PARTIA DEMOKRATIKE E KOSOVËS,,4699,Pejë
17,3,PARTIA E ASHKALINJËVE PËR INTEGRIM,,28,Pejë
17,4,STRANKA DEMOKRATSKE AKCIJE,,341,Pejë
17,5,PARTIJA KOSOVSKIH SRBA,,3,Pejë
17,6,PARTIA DEMOKRATIKE E ASHKANLIVE TË KOSOVËS,,21,Pejë
17,7,POKRET ZA GORA,,6,Pejë
17,8,NOVA DEMOKRATSKA STRANKA,,474,Pejë
17,9,AAK-PSD KOALICIONI 100% KOSOVË,,12234,Pejë
17,10,SLOBODA,,10,Pejë
17,24,LIDHJA DEMOKRATIKE E KOSOVËS,,14700,Pejë
17,25,SRPSKA LISTA,,510,Pejë
17,17,KOSOVA DEMOKRATIK TÜRK PARTISI,,13,Pejë
17,14,KOALICIJA VAKAT,,489,Pejë
17,15,FJALA,,191,Pejë
17,16,LËVIZJA VETËVENDOSJE!,,10085,Pejë
17,21,INICIATIVA E RE DEMOKRATIKE E KOSOVËS,,554,Pejë
17,18,PARTIA ROME E BASHKUAR E KOSOVËS,,132,Pejë
17,19,PARTIA EUROATLANTIKE E KOSOVËS,,56,Pejë
17,20,KOSOVAKI NEVI ROMANI PARTIA,,4,Pejë
17,22,ESMIR KASI,,2,Pejë
17,23,GRAÐANSKA İNİCİJATİVA GORE,,33,Pejë
18,1,PARTIA LIBERALE EGJIPTIANE,,66,Podujevë
18,12,NISMA SOCIALDEMOKRATE – ALEANCA KOSOVA E RE – PARTIA E DREJTËSISË,,762,Podujevë
18,13,JEDINSTVENA GORANSKA PARTIJA,,0,Podujevë
18,14,KOALICIJA VAKAT,,34,Podujevë
18,15,FJALA,,154,Podujevë
18,16,LËVIZJA VETËVENDOSJE!,,13927,Podujevë
18,17,KOSOVA DEMOKRATIK TÜRK PARTISI,,13,Podujevë
18,18,PARTIA ROME E BASHKUAR E KOSOVËS,,4,Podujevë
18,19,PARTIA EUROATLANTIKE E KOSOVËS,,19,Podujevë
18,20,KOSOVAKI NEVI ROMANI PARTIA,,1,Podujevë
18,21,INICIATIVA E RE DEMOKRATIKE E KOSOVËS,,6,Podujevë
18,22,ESMIR KASI,,0,Podujevë
18,23,GRAÐANSKA İNİCİJATİVA GORE,,29,Podujevë
18,24,LIDHJA DEMOKRATIKE E KOSOVËS,,15094,Podujevë
18,25,SRPSKA LISTA,,26,Podujevë
18,3,PARTIA E ASHKALINJËVE PËR INTEGRIM,,186,Podujevë
18,4,STRANKA DEMOKRATSKE AKCIJE,,14,Podujevë
18,5,PARTIJA KOSOVSKIH SRBA,,3,Podujevë
18,2,PARTIA DEMOKRATIKE E KOSOVËS,,7421,Podujevë
18,7,POKRET ZA GORA,,2,Podujevë
18,8,NOVA DEMOKRATSKA STRANKA,,4,Podujevë
18,9,AAK-PSD KOALICIONI 100% KOSOVË,,1872,Podujevë
18,6,PARTIA DEMOKRATIKE E ASHKANLIVE TË KOSOVËS,,146,Podujevë
18,11,SAMOSTALNA LIBERALNA STRANKA,,2,Podujevë
18,10,SLOBODA,,6,Podujevë
19,2,PARTIA DEMOKRATIKE E KOSOVËS,,16654,Prishtinë
19,3,PARTIA E ASHKALINJËVE PËR INTEGRIM,,90,Prishtinë
19,1,PARTIA LIBERALE EGJIPTIANE,,149,Prishtinë
19,14,KOALICIJA VAKAT,,120,Prishtinë
19,15,FJALA,,389,Prishtinë
19,16,LËVIZJA VETËVENDOSJE!,,40432,Prishtinë
19,4,STRANKA DEMOKRATSKE AKCIJE,,36,Prishtinë
19,5,PARTIJA KOSOVSKIH SRBA,,16,Prishtinë
19,6,PARTIA DEMOKRATIKE E ASHKANLIVE TË KOSOVËS,,129,Prishtinë
19,7,POKRET ZA GORA,,17,Prishtinë
19,8,NOVA DEMOKRATSKA STRANKA,,36,Prishtinë
19,9,AAK-PSD KOALICIONI 100% KOSOVË,,8285,Prishtinë
19,10,SLOBODA,,135,Prishtinë
19,11,SAMOSTALNA LIBERALNA STRANKA,,67,Prishtinë
19,12,NISMA SOCIALDEMOKRATE – ALEANCA KOSOVA E RE – PARTIA E DREJTËSISË,,5213,Prishtinë
19,13,JEDINSTVENA GORANSKA PARTIJA,,39,Prishtinë
19,25,SRPSKA LISTA,,409,Prishtinë
19,17,KOSOVA DEMOKRATIK TÜRK PARTISI,,633,Prishtinë
19,18,PARTIA ROME E BASHKUAR E KOSOVËS,,10,Prishtinë
19,19,PARTIA EUROATLANTIKE E KOSOVËS,,185,Prishtinë
19,20,KOSOVAKI NEVI ROMANI PARTIA,,3,Prishtinë
19,21,INICIATIVA E RE DEMOKRATIKE E KOSOVËS,,13,Prishtinë
19,22,ESMIR KASI,,12,Prishtinë
19,23,GRAÐANSKA İNİCİJATİVA GORE,,79,Prishtinë
19,24,LIDHJA DEMOKRATIKE E KOSOVËS,,34158,Prishtinë
20,2,PARTIA DEMOKRATIKE E KOSOVËS,,14720,Prizren
20,3,PARTIA E ASHKALINJËVE PËR INTEGRIM,,190,Prizren
20,4,STRANKA DEMOKRATSKE AKCIJE,,23,Prizren
20,5,PARTIJA KOSOVSKIH SRBA,,8,Prizren
20,1,PARTIA LIBERALE EGJIPTIANE,,292,Prizren
20,15,FJALA,,271,Prizren
20,16,LËVIZJA VETËVENDOSJE!,,17923,Prizren
20,17,KOSOVA DEMOKRATIK TÜRK PARTISI,,3578,Prizren
20,18,PARTIA ROME E BASHKUAR E KOSOVËS,,524,Prizren
20,6,PARTIA DEMOKRATIKE E ASHKANLIVE TË KOSOVËS,,66,Prizren
20,7,POKRET ZA GORA,,23,Prizren
20,8,NOVA DEMOKRATSKA STRANKA,,2906,Prizren
20,9,AAK-PSD KOALICIONI 100% KOSOVË,,4304,Prizren
20,10,SLOBODA,,22,Prizren
20,11,SAMOSTALNA LIBERALNA STRANKA,,85,Prizren
20,12,NISMA SOCIALDEMOKRATE – ALEANCA KOSOVA E RE – PARTIA E DREJTËSISË,,3998,Prizren
20,13,JEDINSTVENA GORANSKA PARTIJA,,209,Prizren
20,14,KOALICIJA VAKAT,,4451,Prizren
20,19,PARTIA EUROATLANTIKE E KOSOVËS,,84,Prizren
20,20,KOSOVAKI NEVI ROMANI PARTIA,,206,Prizren
20,21,INICIATIVA E RE DEMOKRATIKE E KOSOVËS,,13,Prizren
20,22,ESMIR KASI,,497,Prizren
20,23,GRAÐANSKA İNİCİJATİVA GORE,,69,Prizren
20,24,LIDHJA DEMOKRATIKE E KOSOVËS,,12722,Prizren
20,25,SRPSKA LISTA,,93,Prizren
21,6,PARTIA DEMOKRATIKE E ASHKANLIVE TË KOSOVËS,,10,Skënderaj
21,3,PARTIA E ASHKALINJËVE PËR INTEGRIM,,11,Skënderaj
21,4,STRANKA DEMOKRATSKE AKCIJE,,2,Skënderaj
21,5,PARTIJA KOSOVSKIH SRBA,,0,Skënderaj
21,1,PARTIA LIBERALE EGJIPTIANE,,84,Skënderaj
21,2,PARTIA DEMOKRATIKE E KOSOVËS,,15587,Skënderaj
21,17,KOSOVA DEMOKRATIK TÜRK PARTISI,,4,Skënderaj
21,18,PARTIA ROME E BASHKUAR E KOSOVËS,,1,Skënderaj
21,19,PARTIA EUROATLANTIKE E KOSOVËS,,101,Skënderaj
21,20,KOSOVAKI NEVI ROMANI PARTIA,,0,Skënderaj
21,21,INICIATIVA E RE DEMOKRATIKE E KOSOVËS,,3,Skënderaj
21,22,ESMIR KASI,,1,Skënderaj
21,23,GRAÐANSKA İNİCİJATİVA GORE,,0,Skënderaj
21,24,LIDHJA DEMOKRATIKE E KOSOVËS,,999,Skënderaj
21,25,SRPSKA LISTA,,144,Skënderaj
21,11,SAMOSTALNA LIBERALNA STRANKA,,7,Skënderaj
21,12,NISMA SOCIALDEMOKRATE – ALEANCA KOSOVA E RE – PARTIA E DREJTËSISË,,1323,Skënderaj
21,13,JEDINSTVENA GORANSKA PARTIJA,,3,Skënderaj
21,14,KOALICIJA VAKAT,,2,Skënderaj
21,15,FJALA,,146,Skënderaj
21,16,LËVIZJA VETËVENDOSJE!,,1598,Skënderaj
21,8,NOVA DEMOKRATSKA STRANKA,,2,Skënderaj
21,9,AAK-PSD KOALICIONI 100% KOSOVË,,482,Skënderaj
21,10,SLOBODA,,3,Skënderaj
21,7,POKRET ZA GORA,,0,Skënderaj
22,7,POKRET ZA GORA,,2,Shtime
22,8,NOVA DEMOKRATSKA STRANKA,,2,Shtime
22,9,AAK-PSD KOALICIONI 100% KOSOVË,,486,Shtime
22,1,PARTIA LIBERALE EGJIPTIANE,,39,Shtime
22,2,PARTIA DEMOKRATIKE E KOSOVËS,,4162,Shtime
22,3,PARTIA E ASHKALINJËVE PËR INTEGRIM,,224,Shtime
22,4,STRANKA DEMOKRATSKE AKCIJE,,1,Shtime
22,5,PARTIJA KOSOVSKIH SRBA,,6,Shtime
22,6,PARTIA DEMOKRATIKE E ASHKANLIVE TË KOSOVËS,,96,Shtime
22,20,KOSOVAKI NEVI ROMANI PARTIA,,0,Shtime
22,21,INICIATIVA E RE DEMOKRATIKE E KOSOVËS,,0,Shtime
22,22,ESMIR KASI,,3,Shtime
22,10,SLOBODA,,2,Shtime
22,11,SAMOSTALNA LIBERALNA STRANKA,,4,Shtime
22,12,NISMA SOCIALDEMOKRATE – ALEANCA KOSOVA E RE – PARTIA E DREJTËSISË,,1000,Shtime
22,13,JEDINSTVENA GORANSKA PARTIJA,,8,Shtime
22,14,KOALICIJA VAKAT,,2,Shtime
22,15,FJALA,,42,Shtime
22,16,LËVIZJA VETËVENDOSJE!,,3469,Shtime
22,17,KOSOVA DEMOKRATIK TÜRK PARTISI,,3,Shtime
22,18,PARTIA ROME E BASHKUAR E KOSOVËS,,15,Shtime
22,19,PARTIA EUROATLANTIKE E KOSOVËS,,9,Shtime
22,23,GRAÐANSKA İNİCİJATİVA GORE,,8,Shtime
22,24,LIDHJA DEMOKRATIKE E KOSOVËS,,2823,Shtime
22,25,SRPSKA LISTA,,6,Shtime
23,11,SAMOSTALNA LIBERALNA STRANKA,,364,Shtërpcë
23,8,NOVA DEMOKRATSKA STRANKA,,0,Shtërpcë
23,9,AAK-PSD KOALICIONI 100% KOSOVË,,59,Shtërpcë
23,10,SLOBODA,,29,Shtërpcë
23,15,FJALA,,8,Shtërpcë
23,16,LËVIZJA VETËVENDOSJE!,,477,Shtërpcë
23,17,KOSOVA DEMOKRATIK TÜRK PARTISI,,1,Shtërpcë
23,18,PARTIA ROME E BASHKUAR E KOSOVËS,,0,Shtërpcë
23,19,PARTIA EUROATLANTIKE E KOSOVËS,,1,Shtërpcë
23,20,KOSOVAKI NEVI ROMANI PARTIA,,0,Shtërpcë
23,21,INICIATIVA E RE DEMOKRATIKE E KOSOVËS,,1,Shtërpcë
23,22,ESMIR KASI,,1,Shtërpcë
23,23,GRAÐANSKA İNİCİJATİVA GORE,,5,Shtërpcë
23,24,LIDHJA DEMOKRATIKE E KOSOVËS,,474,Shtërpcë
23,12,NISMA SOCIALDEMOKRATE – ALEANCA KOSOVA E RE – PARTIA E DREJTËSISË,,191,Shtërpcë
23,13,JEDINSTVENA GORANSKA PARTIJA,,0,Shtërpcë
23,14,KOALICIJA VAKAT,,3,Shtërpcë
23,1,PARTIA LIBERALE EGJIPTIANE,,5,Shtërpcë
23,2,PARTIA DEMOKRATIKE E KOSOVËS,,548,Shtërpcë
23,3,PARTIA E ASHKALINJËVE PËR INTEGRIM,,2,Shtërpcë
23,4,STRANKA DEMOKRATSKE AKCIJE,,0,Shtërpcë
23,5,PARTIJA KOSOVSKIH SRBA,,23,Shtërpcë
23,6,PARTIA DEMOKRATIKE E ASHKANLIVE TË KOSOVËS,,3,Shtërpcë
23,7,POKRET ZA GORA,,0,Shtërpcë
23,25,SRPSKA LISTA,,5153,Shtërpcë
24,10,SLOBODA,,0,Suharekë
24,11,SAMOSTALNA LIBERALNA STRANKA,,8,Suharekë
24,12,NISMA SOCIALDEMOKRATE – ALEANCA KOSOVA E RE – PARTIA E DREJTËSISË,,1853,Suharekë
24,1,PARTIA LIBERALE EGJIPTIANE,,50,Suharekë
24,2,PARTIA DEMOKRATIKE E KOSOVËS,,4770,Suharekë
24,3,PARTIA E ASHKALINJËVE PËR INTEGRIM,,99,Suharekë
24,4,STRANKA DEMOKRATSKE AKCIJE,,1,Suharekë
24,5,PARTIJA KOSOVSKIH SRBA,,1,Suharekë
24,6,PARTIA DEMOKRATIKE E ASHKANLIVE TË KOSOVËS,,102,Suharekë
24,7,POKRET ZA GORA,,4,Suharekë
24,8,NOVA DEMOKRATSKA STRANKA,,8,Suharekë
24,9,AAK-PSD KOALICIONI 100% KOSOVË,,5535,Suharekë
24,22,ESMIR KASI,,3,Suharekë
24,23,GRAÐANSKA İNİCİJATİVA GORE,,18,Suharekë
24,24,LIDHJA DEMOKRATIKE E KOSOVËS,,9739,Suharekë
24,25,SRPSKA LISTA,,20,Suharekë
24,16,LËVIZJA VETËVENDOSJE!,,4807,Suharekë
24,13,JEDINSTVENA GORANSKA PARTIJA,,6,Suharekë
24,14,KOALICIJA VAKAT,,13,Suharekë
24,15,FJALA,,58,Suharekë
24,20,KOSOVAKI NEVI ROMANI PARTIA,,13,Suharekë
24,17,KOSOVA DEMOKRATIK TÜRK PARTISI,,7,Suharekë
24,18,PARTIA ROME E BASHKUAR E KOSOVËS,,24,Suharekë
24,19,PARTIA EUROATLANTIKE E KOSOVËS,,20,Suharekë
24,21,INICIATIVA E RE DEMOKRATIKE E KOSOVËS,,5,Suharekë
25,1,PARTIA LIBERALE EGJIPTIANE,,346,Ferizaj
25,11,SAMOSTALNA LIBERALNA STRANKA,,17,Ferizaj
25,12,NISMA SOCIALDEMOKRATE – ALEANCA KOSOVA E RE – PARTIA E DREJTËSISË,,2325,Ferizaj
25,13,JEDINSTVENA GORANSKA PARTIJA,,11,Ferizaj
25,14,KOALICIJA VAKAT,,53,Ferizaj
25,2,PARTIA DEMOKRATIKE E KOSOVËS,,13238,Ferizaj
25,3,PARTIA E ASHKALINJËVE PËR INTEGRIM,,827,Ferizaj
25,4,STRANKA DEMOKRATSKE AKCIJE,,18,Ferizaj
25,5,PARTIJA KOSOVSKIH SRBA,,11,Ferizaj
25,6,PARTIA DEMOKRATIKE E ASHKANLIVE TË KOSOVËS,,632,Ferizaj
25,7,POKRET ZA GORA,,15,Ferizaj
25,8,NOVA DEMOKRATSKA STRANKA,,10,Ferizaj
25,9,AAK-PSD KOALICIONI 100% KOSOVË,,3363,Ferizaj
25,10,SLOBODA,,12,Ferizaj
25,24,LIDHJA DEMOKRATIKE E KOSOVËS,,12871,Ferizaj
25,25,SRPSKA LISTA,,23,Ferizaj
25,17,KOSOVA DEMOKRATIK TÜRK PARTISI,,15,Ferizaj
25,18,PARTIA ROME E BASHKUAR E KOSOVËS,,21,Ferizaj
25,15,FJALA,,121,Ferizaj
25,16,LËVIZJA VETËVENDOSJE!,,18068,Ferizaj
25,21,INICIATIVA E RE DEMOKRATIKE E KOSOVËS,,7,Ferizaj
25,22,ESMIR KASI,,9,Ferizaj
25,19,PARTIA EUROATLANTIKE E KOSOVËS,,39,Ferizaj
25,20,KOSOVAKI NEVI ROMANI PARTIA,,7,Ferizaj
25,23,GRAÐANSKA İNİCİJATİVA GORE,,28,Ferizaj
26,1,PARTIA LIBERALE EGJIPTIANE,,32,Viti
26,2,PARTIA DEMOKRATIKE E KOSOVËS,,3717,Viti
26,13,JEDINSTVENA GORANSKA PARTIJA,,2,Viti
26,14,KOALICIJA VAKAT,,17,Viti
26,15,FJALA,,58,Viti
26,16,LËVIZJA VETËVENDOSJE!,,6474,Viti
26,17,KOSOVA DEMOKRATIK TÜRK PARTISI,,11,Viti
26,18,PARTIA ROME E BASHKUAR E KOSOVËS,,2,Viti
26,19,PARTIA EUROATLANTIKE E KOSOVËS,,20,Viti
26,20,KOSOVAKI NEVI ROMANI PARTIA,,1,Viti
26,21,INICIATIVA E RE DEMOKRATIKE E KOSOVËS,,4,Viti
26,22,ESMIR KASI,,2,Viti
26,23,GRAÐANSKA İNİCİJATİVA GORE,,15,Viti
26,24,LIDHJA DEMOKRATIKE E KOSOVËS,,6819,Viti
26,25,SRPSKA LISTA,,78,Viti
26,11,SAMOSTALNA LIBERALNA STRANKA,,6,Viti
26,12,NISMA SOCIALDEMOKRATE – ALEANCA KOSOVA E RE – PARTIA E DREJTËSISË,,857,Viti
26,4,STRANKA DEMOKRATSKE AKCIJE,,12,Viti
26,5,PARTIJA KOSOVSKIH SRBA,,3,Viti
26,6,PARTIA DEMOKRATIKE E ASHKANLIVE TË KOSOVËS,,17,Viti
26,3,PARTIA E ASHKALINJËVE PËR INTEGRIM,,18,Viti
26,8,NOVA DEMOKRATSKA STRANKA,,4,Viti
26,9,AAK-PSD KOALICIONI 100% KOSOVË,,1610,Viti
26,10,SLOBODA,,3,Viti
26,7,POKRET ZA GORA,,3,Viti
27,3,PARTIA E ASHKALINJËVE PËR INTEGRIM,,31,Vushtrri
27,4,STRANKA DEMOKRATSKE AKCIJE,,7,Vushtrri
27,5,PARTIJA KOSOVSKIH SRBA,,6,Vushtrri
27,1,PARTIA LIBERALE EGJIPTIANE,,109,Vushtrri
27,2,PARTIA DEMOKRATIKE E KOSOVËS,,9364,Vushtrri
27,16,LËVIZJA VETËVENDOSJE!,,11160,Vushtrri
27,17,KOSOVA DEMOKRATIK TÜRK PARTISI,,276,Vushtrri
27,18,PARTIA ROME E BASHKUAR E KOSOVËS,,20,Vushtrri
27,6,PARTIA DEMOKRATIKE E ASHKANLIVE TË KOSOVËS,,21,Vushtrri
27,7,POKRET ZA GORA,,3,Vushtrri
27,8,NOVA DEMOKRATSKA STRANKA,,20,Vushtrri
27,9,AAK-PSD KOALICIONI 100% KOSOVË,,1513,Vushtrri
27,10,SLOBODA,,6,Vushtrri
27,11,SAMOSTALNA LIBERALNA STRANKA,,26,Vushtrri
27,12,NISMA SOCIALDEMOKRATE – ALEANCA KOSOVA E RE – PARTIA E DREJTËSISË,,1414,Vushtrri
27,13,JEDINSTVENA GORANSKA PARTIJA,,2,Vushtrri
27,14,KOALICIJA VAKAT,,28,Vushtrri
27,15,FJALA,,174,Vushtrri
27,19,PARTIA EUROATLANTIKE E KOSOVËS,,36,Vushtrri
27,20,KOSOVAKI NEVI ROMANI PARTIA,,3,Vushtrri
27,21,INICIATIVA E RE DEMOKRATIKE E KOSOVËS,,2,Vushtrri
27,22,ESMIR KASI,,2,Vushtrri
27,23,GRAÐANSKA İNİCİJATİVA GORE,,18,Vushtrri
27,24,LIDHJA DEMOKRATIKE E KOSOVËS,,7687,Vushtrri
27,25,SRPSKA LISTA,,1136,Vushtrri
28,7,POKRET ZA GORA,,1,Zubin Potoku
28,4,STRANKA DEMOKRATSKE AKCIJE,,0,Zubin Potoku
28,5,PARTIJA KOSOVSKIH SRBA,,17,Zubin Potoku
28,6,PARTIA DEMOKRATIKE E ASHKANLIVE TË KOSOVËS,,0,Zubin Potoku
28,15,FJALA,,1,Zubin Potoku
28,16,LËVIZJA VETËVENDOSJE!,,145,Zubin Potoku
28,17,KOSOVA DEMOKRATIK TÜRK PARTISI,,0,Zubin Potoku
28,18,PARTIA ROME E BASHKUAR E KOSOVËS,,0,Zubin Potoku
28,19,PARTIA EUROATLANTIKE E KOSOVËS,,1,Zubin Potoku
28,20,KOSOVAKI NEVI ROMANI PARTIA,,0,Zubin Potoku
28,8,NOVA DEMOKRATSKA STRANKA,,3,Zubin Potoku
28,9,AAK-PSD KOALICIONI 100% KOSOVË,,38,Zubin Potoku
28,10,SLOBODA,,12,Zubin Potoku
28,11,SAMOSTALNA LIBERALNA STRANKA,,18,Zubin Potoku
28,12,NISMA SOCIALDEMOKRATE – ALEANCA KOSOVA E RE – PARTIA E DREJTËSISË,,14,Zubin Potoku
28,13,JEDINSTVENA GORANSKA PARTIJA,,1,Zubin Potoku
28,14,KOALICIJA VAKAT,,2,Zubin Potoku
28,1,PARTIA LIBERALE EGJIPTIANE,,5,Zubin Potoku
28,2,PARTIA DEMOKRATIKE E KOSOVËS,,138,Zubin Potoku
28,3,PARTIA E ASHKALINJËVE PËR INTEGRIM,,0,Zubin Potoku
28,22,ESMIR KASI,,1,Zubin Potoku
28,23,GRAÐANSKA İNİCİJATİVA GORE,,7,Zubin Potoku
28,24,LIDHJA DEMOKRATIKE E KOSOVËS,,137,Zubin Potoku
28,21,INICIATIVA E RE DEMOKRATIKE E KOSOVËS,,0,Zubin Potoku
28,25,SRPSKA LISTA,,4184,Zubin Potoku
29,6,PARTIA DEMOKRATIKE E ASHKANLIVE TË KOSOVËS,,3,Zveçan
29,7,POKRET ZA GORA,,3,Zveçan
29,8,NOVA DEMOKRATSKA STRANKA,,2,Zveçan
29,1,PARTIA LIBERALE EGJIPTIANE,,1,Zveçan
29,2,PARTIA DEMOKRATIKE E KOSOVËS,,74,Zveçan
29,3,PARTIA E ASHKALINJËVE PËR INTEGRIM,,3,Zveçan
29,4,STRANKA DEMOKRATSKE AKCIJE,,3,Zveçan
29,5,PARTIJA KOSOVSKIH SRBA,,40,Zveçan
29,18,PARTIA ROME E BASHKUAR E KOSOVËS,,0,Zveçan
29,19,PARTIA EUROATLANTIKE E KOSOVËS,,1,Zveçan
29,20,KOSOVAKI NEVI ROMANI PARTIA,,1,Zveçan
29,21,INICIATIVA E RE DEMOKRATIKE E KOSOVËS,,1,Zveçan
29,22,ESMIR KASI,,0,Zveçan
29,23,GRAÐANSKA İNİCİJATİVA GORE,,6,Zveçan
29,24,LIDHJA DEMOKRATIKE E KOSOVËS,,106,Zveçan
29,25,SRPSKA LISTA,,4202,Zveçan
29,12,NISMA SOCIALDEMOKRATE – ALEANCA KOSOVA E RE – PARTIA E DREJTËSISË,,4,Zveçan
29,13,JEDINSTVENA GORANSKA PARTIJA,,2,Zveçan
29,14,KOALICIJA VAKAT,,3,Zveçan
29,15,FJALA,,0,Zveçan
29,16,LËVIZJA VETËVENDOSJE!,,70,Zveçan
29,17,KOSOVA DEMOKRATIK TÜRK PARTISI,,0,Zveçan
29,9,AAK-PSD KOALICIONI 100% KOSOVË,,9,Zveçan
29,10,SLOBODA,,17,Zveçan
29,11,SAMOSTALNA LIBERALNA STRANKA,,21,Zveçan
30,10,SLOBODA,,3,Malishevë
30,7,POKRET ZA GORA,,1,Malishevë
30,8,NOVA DEMOKRATSKA STRANKA,,6,Malishevë
30,9,AAK-PSD KOALICIONI 100% KOSOVË,,1504,Malishevë
30,1,PARTIA LIBERALE EGJIPTIANE,,44,Malishevë
30,2,PARTIA DEMOKRATIKE E KOSOVËS,,5020,Malishevë
30,3,PARTIA E ASHKALINJËVE PËR INTEGRIM,,12,Malishevë
30,4,STRANKA DEMOKRATSKE AKCIJE,,4,Malishevë
30,5,PARTIJA KOSOVSKIH SRBA,,3,Malishevë
30,6,PARTIA DEMOKRATIKE E ASHKANLIVE TË KOSOVËS,,13,Malishevë
30,20,KOSOVAKI NEVI ROMANI PARTIA,,0,Malishevë
30,21,INICIATIVA E RE DEMOKRATIKE E KOSOVËS,,0,Malishevë
30,22,ESMIR KASI,,0,Malishevë
30,23,GRAÐANSKA İNİCİJATİVA GORE,,5,Malishevë
30,11,SAMOSTALNA LIBERALNA STRANKA,,21,Malishevë
30,12,NISMA SOCIALDEMOKRATE – ALEANCA KOSOVA E RE – PARTIA E DREJTËSISË,,7613,Malishevë
30,13,JEDINSTVENA GORANSKA PARTIJA,,11,Malishevë
30,14,KOALICIJA VAKAT,,2,Malishevë
30,15,FJALA,,60,Malishevë
30,16,LËVIZJA VETËVENDOSJE!,,2908,Malishevë
30,17,KOSOVA DEMOKRATIK TÜRK PARTISI,,11,Malishevë
30,18,PARTIA ROME E BASHKUAR E KOSOVËS,,0,Malishevë
30,19,PARTIA EUROATLANTIKE E KOSOVËS,,10,Malishevë
30,24,LIDHJA DEMOKRATIKE E KOSOVËS,,4191,Malishevë
30,25,SRPSKA LISTA,,8,Malishevë
31,9,AAK-PSD KOALICIONI 100% KOSOVË,,1058,Junik
31,12,NISMA SOCIALDEMOKRATE – ALEANCA KOSOVA E RE – PARTIA E DREJTËSISË,,50,Junik
31,13,JEDINSTVENA GORANSKA PARTIJA,,0,Junik
31,10,SLOBODA,,1,Junik
31,11,SAMOSTALNA LIBERALNA STRANKA,,0,Junik
31,16,LËVIZJA VETËVENDOSJE!,,193,Junik
31,17,KOSOVA DEMOKRATIK TÜRK PARTISI,,0,Junik
31,18,PARTIA ROME E BASHKUAR E KOSOVËS,,0,Junik
31,19,PARTIA EUROATLANTIKE E KOSOVËS,,2,Junik
31,20,KOSOVAKI NEVI ROMANI PARTIA,,0,Junik
31,21,INICIATIVA E RE DEMOKRATIKE E KOSOVËS,,0,Junik
31,22,ESMIR KASI,,0,Junik
31,23,GRAÐANSKA İNİCİJATİVA GORE,,1,Junik
31,24,LIDHJA DEMOKRATIKE E KOSOVËS,,705,Junik
31,25,SRPSKA LISTA,,1,Junik
31,2,PARTIA DEMOKRATIKE E KOSOVËS,,134,Junik
31,14,KOALICIJA VAKAT,,3,Junik
31,15,FJALA,,0,Junik
31,1,PARTIA LIBERALE EGJIPTIANE,,8,Junik
31,6,PARTIA DEMOKRATIKE E ASHKANLIVE TË KOSOVËS,,1,Junik
31,3,PARTIA E ASHKALINJËVE PËR INTEGRIM,,0,Junik
31,4,STRANKA DEMOKRATSKE AKCIJE,,0,Junik
31,5,PARTIJA KOSOVSKIH SRBA,,0,Junik
31,7,POKRET ZA GORA,,0,Junik
31,8,NOVA DEMOKRATSKA STRANKA,,2,Junik
32,1,PARTIA LIBERALE EGJIPTIANE,,3,Mamushë
32,12,NISMA SOCIALDEMOKRATE – ALEANCA KOSOVA E RE – PARTIA E DREJTËSISË,,122,Mamushë
32,13,JEDINSTVENA GORANSKA PARTIJA,,0,Mamushë
32,14,KOALICIJA VAKAT,,7,Mamushë
32,2,PARTIA DEMOKRATIKE E KOSOVËS,,345,Mamushë
32,3,PARTIA E ASHKALINJËVE PËR INTEGRIM,,2,Mamushë
32,4,STRANKA DEMOKRATSKE AKCIJE,,0,Mamushë
32,5,PARTIJA KOSOVSKIH SRBA,,0,Mamushë
32,6,PARTIA DEMOKRATIKE E ASHKANLIVE TË KOSOVËS,,2,Mamushë
32,7,POKRET ZA GORA,,1,Mamushë
32,8,NOVA DEMOKRATSKA STRANKA,,4,Mamushë
32,9,AAK-PSD KOALICIONI 100% KOSOVË,,24,Mamushë
32,10,SLOBODA,,0,Mamushë
32,11,SAMOSTALNA LIBERALNA STRANKA,,0,Mamushë
32,25,SRPSKA LISTA,,3,Mamushë
32,16,LËVIZJA VETËVENDOSJE!,,80,Mamushë
32,17,KOSOVA DEMOKRATIK TÜRK PARTISI,,1282,Mamushë
32,18,PARTIA ROME E BASHKUAR E KOSOVËS,,2,Mamushë
32,15,FJALA,,46,Mamushë
32,20,KOSOVAKI NEVI ROMANI PARTIA,,4,Mamushë
32,21,INICIATIVA E RE DEMOKRATIKE E KOSOVËS,,0,Mamushë
32,22,ESMIR KASI,,0,Mamushë
32,19,PARTIA EUROATLANTIKE E KOSOVËS,,0,Mamushë
32,24,LIDHJA DEMOKRATIKE E KOSOVËS,,42,Mamushë
32,23,GRAÐANSKA İNİCİJATİVA GORE,,0,Mamushë
33,2,PARTIA DEMOKRATIKE E KOSOVËS,,1040,Hani i Elezit
